pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
EPT-0A	EPT-0L	uce-8865_EPT_C10	1	10000	0.0052219321148825	96	8	1532	4
EPT-0N	EPT-0P	uce-8865_EPT_C10	1	10000	0.0052083333333333	96	4	768	0
EPT-0B	EPT-0J	uce-8865_EPT_C10	1	10000	0.0047114252061248	96	16	3396	60
EPT-0B	EPT-0N	uce-8865_EPT_C10	1	10000	0.0052083333333333	96	6	1152	0
EPT-0D	EPT-0I	uce-8865_EPT_C10	1	10000	0.0062630480167014	96	36	5748	12
EPT-0D	EPT-0H	uce-8865_EPT_C10	1	10000	0.0078947368421052	96	18	2280	24
EPT-0D	EPT-0F	uce-8865_EPT_C10	1	10000	0.0043103448275862	96	24	5568	192
EPT-0D	EPT-0E	uce-8865_EPT_C10	1	10000	0.009375	96	54	5760	0
EPT-0C	EPT-0P	uce-8865_EPT_C10	1	10000	0.0044326241134751	96	20	4512	96
EPT-0C	EPT-0O	uce-8865_EPT_C10	1	10000	0.0046999276934201	96	52	11064	456
EPT-0C	EPT-0N	uce-8865_EPT_C10	1	10000	0.0053191489361702	96	12	2256	48
EPT-0B	EPT-0L	uce-8865_EPT_C10	1	10000	0.0052083333333333	96	6	1152	0
EPT-0C	EPT-0L	uce-8865_EPT_C10	1	10000	0.0053191489361702	96	12	2256	48
EPT-0C	EPT-0I	uce-8865_EPT_C10	1	10000	0.0047974413646055	96	54	11256	264
EPT-0C	EPT-0H	uce-8865_EPT_C10	1	10000	0.0067204301075268	96	30	4464	144
EPT-0C	EPT-0F	uce-8865_EPT_C10	1	10000	0.0040381791483113	96	44	10896	624
EPT-0C	EPT-0E	uce-8865_EPT_C10	1	10000	0.0090425531914893	96	102	11280	240
EPT-0C	EPT-0D	uce-8865_EPT_C10	1	10000	0.0053191489361702	96	36	6768	144
EPT-0B	EPT-0P	uce-8865_EPT_C10	1	10000	0.0043402777777777	96	10	2304	0
EPT-0B	EPT-0O	uce-8865_EPT_C10	1	10000	0.0046001415428167	96	26	5652	108
EPT-0C	EPT-0J	uce-8865_EPT_C10	1	10000	0.0047990401919616	96	32	6668	244
EPT-0O	EPT-0P	uce-8865_EPT_C10	1	10000	0.0042462845010615	96	16	3768	72
EPT-0A	EPT-0B	uce-8948_EPT_C3	1	10000	0.0162650602409638	74	54	3320	232
EPT-0F	EPT-0O	uce-8948_EPT_C3	1	10000	0.0126404494382022	74	90	7120	280
EPT-0F	EPT-0N	uce-8948_EPT_C3	1	10000	0.0210084033613445	74	30	1428	52
EPT-0F	EPT-0L	uce-8948_EPT_C3	1	10000	0.011204481792717	74	16	1428	52
EPT-0F	EPT-0J	uce-8948_EPT_C3	1	10000	0.0156565656565656	74	62	3960	480
EPT-0F	EPT-0I	uce-8948_EPT_C3	1	10000	0.0161839863713798	74	114	7044	356
EPT-0F	EPT-0H	uce-8948_EPT_C3	1	10000	0.0196078431372549	74	56	2856	104
EPT-0E	EPT-0P	uce-8948_EPT_C3	1	10000	0.0130674002751031	74	38	2908	52
EPT-0E	EPT-0O	uce-8948_EPT_C3	1	10000	0.0122615803814713	74	90	7340	60
EPT-0E	EPT-0N	uce-8948_EPT_C3	1	10000	0.0217391304347826	74	32	1472	8
EPT-0E	EPT-0L	uce-8948_EPT_C3	1	10000	0.0108695652173913	74	16	1472	8
EPT-0E	EPT-0J	uce-8948_EPT_C3	1	10000	0.0157790927021696	74	64	4056	384
EPT-0E	EPT-0I	uce-8948_EPT_C3	1	10000	0.015426997245179	74	112	7260	140
EPT-0E	EPT-0H	uce-8948_EPT_C3	1	10000	0.0176630434782608	74	52	2944	16
EPT-0E	EPT-0F	uce-8948_EPT_C3	1	10000	0.0138028169014084	74	98	7100	300
EPT-0D	EPT-0P	uce-8948_EPT_C3	1	10000	0.0171232876712328	74	30	1752	24
EPT-0F	EPT-0P	uce-8948_EPT_C3	1	10000	0.0127840909090909	74	36	2816	144
EPT-0H	EPT-0I	uce-8948_EPT_C3	1	10000	0.0198630136986301	74	58	2920	40
EPT-0H	EPT-0J	uce-8948_EPT_C3	1	10000	0.0208333333333333	74	34	1632	144
EPT-0H	EPT-0L	uce-8948_EPT_C3	1	10000	0.0168918918918918	74	10	592	0
EPT-0N	EPT-0O	uce-8948_EPT_C3	1	10000	0.0203252032520325	74	30	1476	4
EPT-0L	EPT-0P	uce-8948_EPT_C3	1	10000	0.0102739726027397	74	6	584	8
EPT-0L	EPT-0O	uce-8948_EPT_C3	1	10000	0.008130081300813	74	12	1476	4
EPT-0L	EPT-0N	uce-8948_EPT_C3	1	10000	0.0202702702702702	74	6	296	0
EPT-0J	EPT-0P	uce-8948_EPT_C3	1	10000	0.0149253731343283	74	24	1608	168
EPT-0J	EPT-0O	uce-8948_EPT_C3	1	10000	0.0132743362831858	74	54	4068	372
EPT-0J	EPT-0N	uce-8948_EPT_C3	1	10000	0.0220588235294117	74	18	816	72
EPT-0D	EPT-0O	uce-8948_EPT_C3	1	10000	0.014453477868112	74	64	4428	12
EPT-0J	EPT-0L	uce-8948_EPT_C3	1	10000	0.0122549019607843	74	10	816	72
EPT-0I	EPT-0O	uce-8948_EPT_C3	1	10000	0.0134615384615384	74	98	7280	120
EPT-0I	EPT-0N	uce-8948_EPT_C3	1	10000	0.0232876712328767	74	34	1460	20
EPT-0I	EPT-0L	uce-8948_EPT_C3	1	10000	0.0123287671232876	74	18	1460	20
EPT-0I	EPT-0J	uce-8948_EPT_C3	1	10000	0.017412935323383	74	70	4020	420
EPT-0H	EPT-0P	uce-8948_EPT_C3	1	10000	0.0188356164383561	74	22	1168	16
EPT-0H	EPT-0O	uce-8948_EPT_C3	1	10000	0.0176151761517615	74	52	2952	8
EPT-0H	EPT-0N	uce-8948_EPT_C3	1	10000	0.0236486486486486	74	14	592	0
EPT-0I	EPT-0P	uce-8948_EPT_C3	1	10000	0.0152777777777777	74	44	2880	80
EPT-0D	EPT-0N	uce-8948_EPT_C3	1	10000	0.0247747747747747	74	22	888	0
EPT-0D	EPT-0L	uce-8948_EPT_C3	1	10000	0.0135135135135135	74	12	888	0
EPT-0D	EPT-0J	uce-8948_EPT_C3	1	10000	0.0187908496732026	74	46	2448	216
EPT-0B	EPT-0H	uce-8948_EPT_C3	1	10000	0.0200471698113207	74	34	1696	80
EPT-0B	EPT-0F	uce-8948_EPT_C3	1	10000	0.0150485436893203	74	62	4120	320
EPT-0B	EPT-0E	uce-8948_EPT_C3	1	10000	0.0151658767772511	74	64	4220	220
EPT-0B	EPT-0D	uce-8948_EPT_C3	1	10000	0.0180817610062893	74	46	2544	120
EPT-0B	EPT-0C	uce-8948_EPT_C3	1	10000	0.017688679245283	74	90	5088	240
EPT-0A	EPT-0P	uce-8948_EPT_C3	1	10000	0.0150176678445229	74	34	2264	104
EPT-0A	EPT-0O	uce-8948_EPT_C3	1	10000	0.0132774283717679	74	76	5724	196
EPT-0B	EPT-0I	uce-8948_EPT_C3	1	10000	0.0167464114832535	74	70	4180	260
EPT-0A	EPT-0N	uce-8948_EPT_C3	1	10000	0.0226480836236933	74	26	1148	36
EPT-0A	EPT-0J	uce-8948_EPT_C3	1	10000	0.0169172932330827	74	54	3192	360
EPT-0A	EPT-0I	uce-8948_EPT_C3	1	10000	0.0173144876325088	74	98	5660	260
EPT-0A	EPT-0H	uce-8948_EPT_C3	1	10000	0.0209059233449477	74	48	2296	72
EPT-0A	EPT-0F	uce-8948_EPT_C3	1	10000	0.0158045977011494	74	88	5568	352
EPT-0A	EPT-0E	uce-8948_EPT_C3	1	10000	0.0157673440784863	74	90	5708	212
EPT-0A	EPT-0D	uce-8948_EPT_C3	1	10000	0.0185830429732868	74	64	3444	108
EPT-0A	EPT-0C	uce-8948_EPT_C3	1	10000	0.0182926829268292	74	126	6888	216
EPT-0A	EPT-0L	uce-8948_EPT_C3	1	10000	0.0121951219512195	74	14	1148	36
EPT-0N	EPT-0P	uce-8948_EPT_C3	1	10000	0.0205479452054794	74	12	584	8
EPT-0B	EPT-0J	uce-8948_EPT_C3	1	10000	0.0160744500846023	74	38	2364	300
EPT-0B	EPT-0N	uce-8948_EPT_C3	1	10000	0.0212264150943396	74	18	848	40
EPT-0D	EPT-0I	uce-8948_EPT_C3	1	10000	0.0173515981735159	74	76	4380	60
EPT-0D	EPT-0H	uce-8948_EPT_C3	1	10000	0.0213963963963963	74	38	1776	0
EPT-0D	EPT-0F	uce-8948_EPT_C3	1	10000	0.0182072829131652	74	78	4284	156
EPT-0D	EPT-0E	uce-8948_EPT_C3	1	10000	0.0172101449275362	74	76	4416	24
EPT-0C	EPT-0P	uce-8948_EPT_C3	1	10000	0.0165525114155251	74	58	3504	48
EPT-0C	EPT-0O	uce-8948_EPT_C3	1	10000	0.014453477868112	74	128	8856	24
EPT-0C	EPT-0N	uce-8948_EPT_C3	1	10000	0.0236486486486486	74	42	1776	0
EPT-0B	EPT-0L	uce-8948_EPT_C3	1	10000	0.0117924528301886	74	10	848	40
EPT-0C	EPT-0L	uce-8948_EPT_C3	1	10000	0.0135135135135135	74	24	1776	0
EPT-0C	EPT-0I	uce-8948_EPT_C3	1	10000	0.017579908675799	74	154	8760	120
EPT-0C	EPT-0H	uce-8948_EPT_C3	1	10000	0.0208333333333333	74	74	3552	0
EPT-0C	EPT-0F	uce-8948_EPT_C3	1	10000	0.0175070028011204	74	150	8568	312
EPT-0C	EPT-0E	uce-8948_EPT_C3	1	10000	0.0165307971014492	74	146	8832	48
EPT-0C	EPT-0D	uce-8948_EPT_C3	1	10000	0.0187687687687687	74	100	5328	0
EPT-0B	EPT-0P	uce-8948_EPT_C3	1	10000	0.0143540669856459	74	24	1672	104
EPT-0B	EPT-0O	uce-8948_EPT_C3	1	10000	0.0127719962157048	74	54	4228	212
EPT-0C	EPT-0J	uce-8948_EPT_C3	1	10000	0.0183823529411764	74	90	4896	432
EPT-0O	EPT-0P	uce-8948_EPT_C3	1	10000	0.0116758241758241	74	34	2912	48
EPT-0A	EPT-0B	uce-8950_EPT_C12	1	10000	0.0137614678899082	55	36	2616	24
EPT-0F	EPT-0O	uce-8950_EPT_C12	1	10000	0.0070110701107011	55	38	5420	80
EPT-0F	EPT-0N	uce-8950_EPT_C12	1	10000	0.0093632958801498	54	10	1068	32
EPT-0F	EPT-0L	uce-8950_EPT_C12	1	10000	0.0203252032520325	50	20	984	116
EPT-0F	EPT-0J	uce-8950_EPT_C12	1	10000	0.01230012300123	55	40	3252	48
EPT-0F	EPT-0I	uce-8950_EPT_C12	1	10000	0.0136531365313653	55	74	5420	80
EPT-0F	EPT-0H	uce-8950_EPT_C12	1	10000	0.0064575645756457	55	14	2168	32
EPT-0E	EPT-0P	uce-8950_EPT_C12	1	10000	0.010948905109489	55	24	2192	8
EPT-0E	EPT-0O	uce-8950_EPT_C12	1	10000	0.0102189781021897	55	56	5480	20
EPT-0E	EPT-0N	uce-8950_EPT_C12	1	10000	0.0111524163568773	54	12	1076	24
EPT-0E	EPT-0L	uce-8950_EPT_C12	1	10000	0.02	50	20	1000	100
EPT-0E	EPT-0J	uce-8950_EPT_C12	1	10000	0.0133819951338199	55	44	3288	12
EPT-0E	EPT-0I	uce-8950_EPT_C12	1	10000	0.014963503649635	55	82	5480	20
EPT-0E	EPT-0H	uce-8950_EPT_C12	1	10000	0.0100364963503649	55	22	2192	8
EPT-0E	EPT-0F	uce-8950_EPT_C12	1	10000	0.01	55	54	5400	100
EPT-0D	EPT-0P	uce-8950_EPT_C12	1	10000	0.009090909090909	55	12	1320	0
EPT-0F	EPT-0P	uce-8950_EPT_C12	1	10000	0.0092250922509225	55	20	2168	32
EPT-0H	EPT-0I	uce-8950_EPT_C12	1	10000	0.0136363636363636	55	30	2200	0
EPT-0H	EPT-0J	uce-8950_EPT_C12	1	10000	0.0121212121212121	55	16	1320	0
EPT-0H	EPT-0L	uce-8950_EPT_C12	1	10000	0.02	50	8	400	40
EPT-0N	EPT-0O	uce-8950_EPT_C12	1	10000	0.0092592592592592	54	10	1080	20
EPT-0L	EPT-0P	uce-8950_EPT_C12	1	10000	0.02	50	8	400	40
EPT-0L	EPT-0O	uce-8950_EPT_C12	1	10000	0.02	50	20	1000	100
EPT-0L	EPT-0N	uce-8950_EPT_C12	1	10000	0.0204081632653061	49	4	196	24
EPT-0J	EPT-0P	uce-8950_EPT_C12	1	10000	0.0121212121212121	55	16	1320	0
EPT-0J	EPT-0O	uce-8950_EPT_C12	1	10000	0.0121212121212121	55	40	3300	0
EPT-0J	EPT-0N	uce-8950_EPT_C12	1	10000	0.0123456790123456	54	8	648	12
EPT-0D	EPT-0O	uce-8950_EPT_C12	1	10000	0.0115151515151515	55	38	3300	0
EPT-0J	EPT-0L	uce-8950_EPT_C12	1	10000	0.02	50	12	600	60
EPT-0I	EPT-0O	uce-8950_EPT_C12	1	10000	0.0138181818181818	55	76	5500	0
EPT-0I	EPT-0N	uce-8950_EPT_C12	1	10000	0.0148148148148148	54	16	1080	20
EPT-0I	EPT-0L	uce-8950_EPT_C12	1	10000	0.02	50	20	1000	100
EPT-0I	EPT-0J	uce-8950_EPT_C12	1	10000	0.0157575757575757	55	52	3300	0
EPT-0H	EPT-0P	uce-8950_EPT_C12	1	10000	0.009090909090909	55	8	880	0
EPT-0H	EPT-0O	uce-8950_EPT_C12	1	10000	0.0072727272727272	55	16	2200	0
EPT-0H	EPT-0N	uce-8950_EPT_C12	1	10000	0.0092592592592592	54	4	432	8
EPT-0I	EPT-0P	uce-8950_EPT_C12	1	10000	0.0145454545454545	55	32	2200	0
EPT-0D	EPT-0N	uce-8950_EPT_C12	1	10000	0.0092592592592592	54	6	648	12
EPT-0D	EPT-0L	uce-8950_EPT_C12	1	10000	0.02	50	12	600	60
EPT-0D	EPT-0J	uce-8950_EPT_C12	1	10000	0.0121212121212121	55	24	1980	0
EPT-0B	EPT-0H	uce-8950_EPT_C12	1	10000	0.0136363636363636	55	18	1320	0
EPT-0B	EPT-0F	uce-8950_EPT_C12	1	10000	0.013530135301353	55	44	3252	48
EPT-0B	EPT-0E	uce-8950_EPT_C12	1	10000	0.0152068126520681	55	50	3288	12
EPT-0B	EPT-0D	uce-8950_EPT_C12	1	10000	0.0171717171717171	55	34	1980	0
EPT-0B	EPT-0C	uce-8950_EPT_C12	1	10000	0.0141843971631205	55	56	3948	12
EPT-0A	EPT-0P	uce-8950_EPT_C12	1	10000	0.0091743119266055	55	16	1744	16
EPT-0A	EPT-0O	uce-8950_EPT_C12	1	10000	0.0073394495412844	55	32	4360	40
EPT-0B	EPT-0I	uce-8950_EPT_C12	1	10000	0.0163636363636363	55	54	3300	0
EPT-0A	EPT-0N	uce-8950_EPT_C12	1	10000	0.0093023255813953	54	8	860	20
EPT-0A	EPT-0J	uce-8950_EPT_C12	1	10000	0.0122324159021406	55	32	2616	24
EPT-0A	EPT-0I	uce-8950_EPT_C12	1	10000	0.0137614678899082	55	60	4360	40
EPT-0A	EPT-0H	uce-8950_EPT_C12	1	10000	0.0068807339449541	55	12	1744	16
EPT-0A	EPT-0F	uce-8950_EPT_C12	1	10000	0.0065055762081784	55	28	4304	96
EPT-0A	EPT-0E	uce-8950_EPT_C12	1	10000	0.0101289134438305	55	44	4344	56
EPT-0A	EPT-0D	uce-8950_EPT_C12	1	10000	0.0122324159021406	55	32	2616	24
EPT-0A	EPT-0C	uce-8950_EPT_C12	1	10000	0.0084291187739463	55	44	5220	60
EPT-0A	EPT-0L	uce-8950_EPT_C12	1	10000	0.0202020202020202	50	16	792	88
EPT-0N	EPT-0P	uce-8950_EPT_C12	1	10000	0.0092592592592592	54	4	432	8
EPT-0B	EPT-0J	uce-8950_EPT_C12	1	10000	0.0161616161616161	55	32	1980	0
EPT-0B	EPT-0N	uce-8950_EPT_C12	1	10000	0.015432098765432	54	10	648	12
EPT-0D	EPT-0I	uce-8950_EPT_C12	1	10000	0.0157575757575757	55	52	3300	0
EPT-0D	EPT-0H	uce-8950_EPT_C12	1	10000	0.0121212121212121	55	16	1320	0
EPT-0D	EPT-0F	uce-8950_EPT_C12	1	10000	0.0129151291512915	55	42	3252	48
EPT-0D	EPT-0E	uce-8950_EPT_C12	1	10000	0.0121654501216545	55	40	3288	12
EPT-0C	EPT-0P	uce-8950_EPT_C12	1	10000	0.0106382978723404	55	28	2632	8
EPT-0C	EPT-0O	uce-8950_EPT_C12	1	10000	0.0088145896656534	55	58	6580	20
EPT-0C	EPT-0N	uce-8950_EPT_C12	1	10000	0.0108024691358024	54	14	1296	24
EPT-0B	EPT-0L	uce-8950_EPT_C12	1	10000	0.02	50	12	600	60
EPT-0C	EPT-0L	uce-8950_EPT_C12	1	10000	0.020066889632107	50	24	1196	124
EPT-0C	EPT-0I	uce-8950_EPT_C12	1	10000	0.0142857142857142	55	94	6580	20
EPT-0C	EPT-0H	uce-8950_EPT_C12	1	10000	0.0083586626139817	55	22	2632	8
EPT-0C	EPT-0F	uce-8950_EPT_C12	1	10000	0.0080147965474722	55	52	6488	112
EPT-0C	EPT-0E	uce-8950_EPT_C12	1	10000	0.011287370347773	55	74	6556	44
EPT-0C	EPT-0D	uce-8950_EPT_C12	1	10000	0.0136778115501519	55	54	3948	12
EPT-0B	EPT-0P	uce-8950_EPT_C12	1	10000	0.0151515151515151	55	20	1320	0
EPT-0B	EPT-0O	uce-8950_EPT_C12	1	10000	0.0139393939393939	55	46	3300	0
EPT-0C	EPT-0J	uce-8950_EPT_C12	1	10000	0.0131712259371833	55	52	3948	12
EPT-0O	EPT-0P	uce-8950_EPT_C12	1	10000	0.009090909090909	55	20	2200	0
EPT-0A	EPT-0B	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	8	1632	0
EPT-0F	EPT-0O	uce-8958_EPT_C10	1	10000	0.0060240963855421	34	20	3320	80
EPT-0F	EPT-0N	uce-8958_EPT_C10	1	10000	0.003012048192771	34	2	664	16
EPT-0F	EPT-0L	uce-8958_EPT_C10	1	10000	0.003012048192771	34	2	664	16
EPT-0F	EPT-0J	uce-8958_EPT_C10	1	10000	0.003012048192771	34	6	1992	48
EPT-0F	EPT-0I	uce-8958_EPT_C10	1	10000	0.003012048192771	34	10	3320	80
EPT-0F	EPT-0H	uce-8958_EPT_C10	1	10000	0.003012048192771	34	4	1328	32
EPT-0E	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	1360	0
EPT-0E	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	10	3400	0
EPT-0E	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	680	0
EPT-0E	EPT-0L	uce-8958_EPT_C10	1	10000	0.0	34	0	680	0
EPT-0E	EPT-0J	uce-8958_EPT_C10	1	10000	0.0	34	0	2040	0
EPT-0E	EPT-0I	uce-8958_EPT_C10	1	10000	0.0	34	0	3400	0
EPT-0E	EPT-0H	uce-8958_EPT_C10	1	10000	0.0	34	0	1360	0
EPT-0E	EPT-0F	uce-8958_EPT_C10	1	10000	0.003012048192771	34	10	3320	80
EPT-0D	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	800	16
EPT-0F	EPT-0P	uce-8958_EPT_C10	1	10000	0.003012048192771	34	4	1328	32
EPT-0H	EPT-0I	uce-8958_EPT_C10	1	10000	0.0	34	0	1360	0
EPT-0H	EPT-0J	uce-8958_EPT_C10	1	10000	0.0	34	0	816	0
EPT-0H	EPT-0L	uce-8958_EPT_C10	1	10000	0.0	34	0	272	0
EPT-0N	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	2	680	0
EPT-0L	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	272	0
EPT-0L	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	2	680	0
EPT-0L	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	136	0
EPT-0J	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	816	0
EPT-0J	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	6	2040	0
EPT-0J	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	408	0
EPT-0D	EPT-0O	uce-8958_EPT_C10	1	10000	0.003	34	6	2000	40
EPT-0J	EPT-0L	uce-8958_EPT_C10	1	10000	0.0	34	0	408	0
EPT-0I	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	10	3400	0
EPT-0I	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	680	0
EPT-0I	EPT-0L	uce-8958_EPT_C10	1	10000	0.0	34	0	680	0
EPT-0I	EPT-0J	uce-8958_EPT_C10	1	10000	0.0	34	0	2040	0
EPT-0H	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	544	0
EPT-0H	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	4	1360	0
EPT-0H	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	272	0
EPT-0I	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	1360	0
EPT-0D	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	400	8
EPT-0D	EPT-0L	uce-8958_EPT_C10	1	10000	0.0	34	0	400	8
EPT-0D	EPT-0J	uce-8958_EPT_C10	1	10000	0.0	34	0	1200	24
EPT-0B	EPT-0H	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	4	816	0
EPT-0B	EPT-0F	uce-8958_EPT_C10	1	10000	0.0080321285140562	34	16	1992	48
EPT-0B	EPT-0E	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	10	2040	0
EPT-0B	EPT-0D	uce-8958_EPT_C10	1	10000	0.005	34	6	1200	24
EPT-0B	EPT-0C	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	12	2448	0
EPT-0A	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	1088	0
EPT-0A	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	8	2720	0
EPT-0B	EPT-0I	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	10	2040	0
EPT-0A	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	544	0
EPT-0A	EPT-0J	uce-8958_EPT_C10	1	10000	0.0	34	0	1632	0
EPT-0A	EPT-0I	uce-8958_EPT_C10	1	10000	0.0	34	0	2720	0
EPT-0A	EPT-0H	uce-8958_EPT_C10	1	10000	0.0	34	0	1088	0
EPT-0A	EPT-0F	uce-8958_EPT_C10	1	10000	0.003012048192771	34	8	2656	64
EPT-0A	EPT-0E	uce-8958_EPT_C10	1	10000	0.0	34	0	2720	0
EPT-0A	EPT-0D	uce-8958_EPT_C10	1	10000	0.0	34	0	1600	32
EPT-0A	EPT-0C	uce-8958_EPT_C10	1	10000	0.0	34	0	3264	0
EPT-0A	EPT-0L	uce-8958_EPT_C10	1	10000	0.0	34	0	544	0
EPT-0N	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	272	0
EPT-0B	EPT-0J	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	6	1224	0
EPT-0B	EPT-0N	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	2	408	0
EPT-0D	EPT-0I	uce-8958_EPT_C10	1	10000	0.0	34	0	2000	40
EPT-0D	EPT-0H	uce-8958_EPT_C10	1	10000	0.0	34	0	800	16
EPT-0D	EPT-0F	uce-8958_EPT_C10	1	10000	0.0030674846625766	34	6	1956	84
EPT-0D	EPT-0E	uce-8958_EPT_C10	1	10000	0.0	34	0	2000	40
EPT-0C	EPT-0P	uce-8958_EPT_C10	1	10000	0.0	34	0	1632	0
EPT-0C	EPT-0O	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	12	4080	0
EPT-0C	EPT-0N	uce-8958_EPT_C10	1	10000	0.0	34	0	816	0
EPT-0B	EPT-0L	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	2	408	0
EPT-0C	EPT-0L	uce-8958_EPT_C10	1	10000	0.0	34	0	816	0
EPT-0C	EPT-0I	uce-8958_EPT_C10	1	10000	0.0	34	0	4080	0
EPT-0C	EPT-0H	uce-8958_EPT_C10	1	10000	0.0	34	0	1632	0
EPT-0C	EPT-0F	uce-8958_EPT_C10	1	10000	0.003012048192771	34	12	3984	96
EPT-0C	EPT-0E	uce-8958_EPT_C10	1	10000	0.0	34	0	4080	0
EPT-0C	EPT-0D	uce-8958_EPT_C10	1	10000	0.0	34	0	2400	48
EPT-0B	EPT-0P	uce-8958_EPT_C10	1	10000	0.0049019607843137	34	4	816	0
EPT-0B	EPT-0O	uce-8958_EPT_C10	1	10000	0.0078431372549019	34	16	2040	0
EPT-0C	EPT-0J	uce-8958_EPT_C10	1	10000	0.0	34	0	2448	0
EPT-0O	EPT-0P	uce-8958_EPT_C10	1	10000	0.0029411764705882	34	4	1360	0
EPT-0A	EPT-0B	uce-9018_EPT_C12	1	10000	0.0	26	0	1248	0
EPT-0F	EPT-0O	uce-9018_EPT_C12	1	10000	0.0039370078740157	26	10	2540	60
EPT-0F	EPT-0N	uce-9018_EPT_C12	1	10000	0.0	26	0	508	12
EPT-0F	EPT-0L	uce-9018_EPT_C12	1	10000	0.0	26	0	508	12
EPT-0F	EPT-0J	uce-9018_EPT_C12	1	10000	0.0	26	0	1524	36
EPT-0F	EPT-0I	uce-9018_EPT_C12	1	10000	0.0039370078740157	26	10	2540	60
EPT-0F	EPT-0H	uce-9018_EPT_C12	1	10000	0.0	26	0	1016	24
EPT-0E	EPT-0P	uce-9018_EPT_C12	1	10000	0.0076923076923076	26	8	1040	0
EPT-0E	EPT-0O	uce-9018_EPT_C12	1	10000	0.01	26	26	2600	0
EPT-0E	EPT-0N	uce-9018_EPT_C12	1	10000	0.0076923076923076	26	4	520	0
EPT-0E	EPT-0L	uce-9018_EPT_C12	1	10000	0.0076923076923076	26	4	520	0
EPT-0E	EPT-0J	uce-9018_EPT_C12	1	10000	0.0076923076923076	26	12	1560	0
EPT-0E	EPT-0I	uce-9018_EPT_C12	1	10000	0.01	26	26	2600	0
EPT-0E	EPT-0H	uce-9018_EPT_C12	1	10000	0.0076923076923076	26	8	1040	0
EPT-0E	EPT-0F	uce-9018_EPT_C12	1	10000	0.0078740157480314	26	20	2540	60
EPT-0D	EPT-0P	uce-9018_EPT_C12	1	10000	0.0	26	0	624	0
EPT-0F	EPT-0P	uce-9018_EPT_C12	1	10000	0.0	26	0	1016	24
EPT-0H	EPT-0I	uce-9018_EPT_C12	1	10000	0.0038461538461538	26	4	1040	0
EPT-0H	EPT-0J	uce-9018_EPT_C12	1	10000	0.0	26	0	624	0
EPT-0H	EPT-0L	uce-9018_EPT_C12	1	10000	0.0	26	0	208	0
EPT-0N	EPT-0O	uce-9018_EPT_C12	1	10000	0.0038461538461538	26	2	520	0
EPT-0L	EPT-0P	uce-9018_EPT_C12	1	10000	0.0	26	0	208	0
EPT-0L	EPT-0O	uce-9018_EPT_C12	1	10000	0.0038461538461538	26	2	520	0
EPT-0L	EPT-0N	uce-9018_EPT_C12	1	10000	0.0	26	0	104	0
EPT-0J	EPT-0P	uce-9018_EPT_C12	1	10000	0.0	26	0	624	0
EPT-0J	EPT-0O	uce-9018_EPT_C12	1	10000	0.0038461538461538	26	6	1560	0
EPT-0J	EPT-0N	uce-9018_EPT_C12	1	10000	0.0	26	0	312	0
EPT-0D	EPT-0O	uce-9018_EPT_C12	1	10000	0.0038461538461538	26	6	1560	0
EPT-0J	EPT-0L	uce-9018_EPT_C12	1	10000	0.0	26	0	312	0
EPT-0I	EPT-0O	uce-9018_EPT_C12	1	10000	0.0069230769230769	26	18	2600	0
EPT-0I	EPT-0N	uce-9018_EPT_C12	1	10000	0.0038461538461538	26	2	520	0
EPT-0I	EPT-0L	uce-9018_EPT_C12	1	10000	0.0038461538461538	26	2	520	0
